34,36,13,45,16,27,3,41,40,24,47,32,19,35,18,23,33,37,4,7,10,1,12,26,22,25,2,50,8,46,29,30,17,49,48,42,15,31,28,43,51,44,38,6,14,11,21,9,5,20,39
50,20,13,44,6,15,3,40,23,33,47,51,46,22,1,49,19,10,16,37,25,11,36,32,28,39,34,4,18,26,31,38,2,12,29,43,45,35,24,21,27,9,17,8,42,41,7,5,48,14,30
3,14,50,51,5,38,44,40,12,46,10,23,22,2,15,21,34,49,37,27,1,13,31,20,39,19,8,29,48,9,35,4,33,7,45,6,28,41,18,26,16,43,36,42,24,25,17,30,32,47,11
5,4,30,33,28,40,11,34,46,49,2,9,14,47,42,19,12,48,15,7,29,3,44,13,31,39,36,17,6,45,24,18,26,8,10,20,35,41,23,25,43,16,32,51,38,27,50,1,22,21,37
29,33,10,22,43,4,45,9,6,44,34,39,13,1,27,20,7,15,49,41,5,2,48,51,47,8,31,28,25,46,23,38,18,17,40,50,16,11,12,21,14,30,26,32,19,3,36,42,37,24,35
51,45,39,22,46,49,23,40,41,10,36,27,7,5,8,3,43,28,24,33,35,25,48,15,18,32,34,16,20,29,42,44,1,30,2,31,37,12,4,9,50,47,26,19,21,14,13,17,38,11,6
22,30,12,21,49,24,23,13,51,8,25,26,17,42,44,47,5,50,27,16,41,32,18,10,29,45,33,38,20,39,9,48,28,11,2,35,31,6,19,1,37,4,3,40,34,7,36,46,15,43,14
40,6,3,10,23,2,4,48,22,51,12,35,49,9,32,14,19,44,30,8,50,34,45,5,21,11,7,33,39,28,20,31,41,1,43,27,29,38,15,18,37,47,13,42,46,24,36,25,17,26,16
41,39,37,40,11,36,1,44,51,8,28,10,32,35,34,42,47,14,48,26,12,29,5,43,7,21,46,45,2,31,4,25,30,33,16,19,22,3,24,38,18,13,6,15,9,20,49,17,50,27,23
16,7,9,17,23,1,19,22,31,6,25,13,12,3,47,33,18,28,39,41,38,45,43,37,4,10,11,24,21,40,51,32,36,50,35,26,2,5,44,8,29,15,46,49,30,48,14,42,20,27,34
21,46,50,40,35,22,36,37,48,51,42,43,44,20,18,17,41,13,34,49,19,25,11,26,30,2,5,23,45,3,47,15,24,6,28,27,8,4,14,29,39,9,12,10,7,33,1,31,38,32,16
24,43,28,29,36,41,2,35,21,8,44,40,25,49,4,47,27,15,11,5,45,12,22,50,51,20,17,46,18,7,6,10,33,26,38,3,1,14,32,34,23,30,37,42,31,9,19,13,48,16,39
51,12,24,37,2,43,8,41,5,13,6,27,7,31,20,33,44,25,47,40,1,14,36,9,34,45,46,18,39,22,19,42,11,15,28,16,49,26,50,4,29,21,17,35,32,30,38,23,10,48,3
8,38,7,1,16,50,33,18,15,12,30,3,39,14,48,44,29,46,36,43,32,21,34,23,2,4,6,28,19,37,31,49,13,20,42,10,41,24,9,45,26,5,47,22,11,25,51,40,35,17,27
8,42,50,35,30,11,48,23,27,3,47,17,4,51,22,1,44,12,36,20,37,34,32,26,43,29,39,14,25,7,19,28,13,9,45,38,15,46,6,24,40,21,16,18,31,10,2,5,41,33,49
1,7,46,10,14,17,48,4,36,16,2,20,24,9,8,21,40,11,15,29,25,51,27,49,22,39,19,33,43,5,12,13,42,47,6,34,30,38,44,41,45,23,35,26,31,50,37,3,28,32,18
42,1,18,23,3,13,16,24,2,12,38,4,47,22,9,29,36,46,34,19,31,11,25,40,51,37,6,39,50,17,20,8,27,5,43,48,45,15,44,33,26,28,14,32,7,21,41,35,49,30,10
39,10,7,16,29,24,34,20,40,31,2,38,28,25,50,27,21,17,11,4,35,47,9,12,33,41,42,6,44,49,51,14,23,32,37,19,45,8,30,18,13,1,46,15,36,3,22,48,26,5,43
47,40,39,29,44,11,24,45,15,9,42,49,33,7,43,35,51,28,48,13,10,6,17,26,16,3,21,23,12,22,27,38,5,31,46,41,36,2,20,50,8,30,32,1,18,34,4,37,25,14,19
7,14,42,46,30,49,24,35,41,26,8,5,18,40,25,17,31,51,33,9,6,44,29,1,34,15,22,27,16,11,13,39,20,43,3,4,47,2,45,19,21,38,36,10,32,28,37,48,23,12,50
2,36,50,5,41,40,12,35,21,14,3,13,37,8,47,1,30,44,45,9,43,26,33,46,31,16,11,18,38,17,10,22,19,23,32,24,15,6,28,7,51,4,25,20,29,48,27,42,39,49,34
10,24,17,30,12,50,22,19,15,40,14,31,3,25,46,35,37,18,6,42,36,4,48,28,39,38,20,27,21,34,49,51,29,33,2,11,5,47,43,32,7,13,44,9,45,41,26,8,16,23,1
4,8,40,19,3,49,1,51,33,22,12,27,35,11,21,23,2,44,48,25,20,39,45,31,36,6,46,37,26,34,28,41,17,15,7,13,18,24,30,29,42,50,32,47,43,38,14,10,16,5,9
14,5,11,16,32,20,4,7,3,29,22,27,47,25,50,49,43,23,36,45,9,46,26,34,28,33,19,10,13,6,39,18,51,31,48,8,17,38,44,24,12,15,2,1,35,37,30,21,40,42,41
50,33,15,39,13,22,17,10,35,28,2,34,19,1,32,47,6,49,8,36,18,21,27,37,20,9,25,23,30,38,31,3,43,29,40,44,42,12,48,24,26,46,14,51,41,16,11,7,4,45,5
47,41,14,51,24,37,5,21,38,18,3,33,2,44,32,26,34,42,31,20,7,48,23,11,36,35,22,43,4,28,29,39,1,10,50,17,40,25,19,49,16,45,13,30,15,46,8,12,6,27,9
21,12,8,36,1,28,4,31,37,40,5,39,44,3,2,42,47,41,17,10,49,20,30,26,16,29,50,24,38,25,18,7,13,6,33,15,51,27,9,23,32,43,11,19,48,35,14,22,34,46,45
5,16,41,36,1,48,49,43,24,31,30,47,46,15,34,19,38,50,12,20,7,40,11,9,28,4,27,39,13,14,25,51,22,23,29,35,17,6,44,3,45,18,2,26,33,10,32,37,42,8,21
22,33,3,6,9,26,24,20,5,31,36,32,14,8,49,15,42,47,17,13,51,44,11,30,39,10,29,27,21,28,43,46,48,1,23,50,4,2,37,18,16,34,38,35,41,40,45,25,7,12,19
45,4,36,33,51,44,34,13,24,48,15,29,19,10,31,25,6,35,38,11,50,27,41,7,28,8,23,14,40,5,12,9,17,30,22,46,47,3,1,39,2,26,37,16,43,32,49,20,18,21,42
7,35,40,15,45,23,9,4,11,32,18,6,34,3,8,43,29,44,14,37,13,27,21,25,28,24,47,50,19,30,36,51,33,17,22,42,12,10,26,1,46,5,31,41,16,39,38,20,2,48,49
4,26,40,1,23,42,32,11,3,48,39,8,30,16,19,27,45,33,12,35,38,46,5,22,2,7,37,29,20,41,13,43,34,14,36,9,28,21,50,10,24,44,47,18,25,17,15,6,49,31,51
34,38,41,44,37,2,26,25,10,35,42,5,28,20,6,23,14,43,45,31,11,29,18,22,51,27,46,1,21,48,7,12,13,19,30,3,50,47,15,49,33,8,36,40,4,24,17,9,32,16,39
28,16,46,38,37,5,41,11,44,36,19,27,17,2,42,30,47,49,50,3,22,48,43,31,1,32,20,18,34,8,10,35,7,29,6,9,21,25,4,40,23,24,33,14,26,51,13,45,12,15,39
13,3,32,7,2,37,31,11,26,47,39,12,25,34,40,8,41,29,35,15,17,48,22,28,23,1,44,30,16,43,38,20,18,5,6,9,49,21,50,36,27,4,42,14,46,24,51,19,45,10,33
41,36,23,7,18,45,5,9,40,28,16,44,38,31,14,17,51,22,1,6,2,19,33,46,27,48,15,4,49,25,42,43,20,30,12,50,11,26,29,34,37,10,47,8,35,32,39,21,24,3,13
37,7,41,9,8,14,2,49,38,16,35,20,47,1,31,23,43,34,4,45,10,51,6,17,27,28,3,19,11,40,22,21,26,25,15,29,48,24,33,46,5,30,12,36,13,39,18,50,42,32,44
26,43,25,44,2,47,49,31,1,37,15,8,48,29,21,42,16,45,28,18,5,24,3,7,30,36,13,22,4,33,23,41,17,12,6,32,51,9,19,39,50,40,38,20,27,46,10,35,11,34,14
7,50,11,15,6,14,17,42,31,34,19,44,1,25,18,45,48,33,43,9,37,36,22,47,13,49,3,10,5,29,2,32,24,30,4,35,23,16,20,8,21,46,27,28,39,40,51,26,12,41,38
51,26,50,6,34,46,25,27,15,5,21,4,2,47,39,13,24,41,42,14,29,18,16,9,11,44,17,23,8,7,48,43,32,35,19,38,10,45,22,30,36,31,40,28,20,37,1,12,3,49,33
12,37,28,25,50,46,22,29,4,48,27,5,6,31,41,7,45,43,32,18,23,36,51,26,17,33,24,9,16,1,40,3,39,42,30,10,20,44,38,19,14,21,2,13,47,15,35,34,8,11,49
43,46,40,22,9,5,31,32,49,25,17,2,11,39,35,8,36,41,6,3,33,21,29,18,26,12,20,10,48,23,1,44,30,37,27,45,28,51,4,15,34,50,47,24,16,13,19,14,7,42,38
51,6,43,7,2,46,39,22,36,41,19,28,15,29,25,44,11,4,32,23,14,34,12,16,40,45,35,31,21,47,1,38,17,33,10,30,26,5,8,48,27,3,37,49,13,50,9,20,42,24,18
47,46,44,23,6,43,10,32,12,31,48,51,13,25,21,42,3,26,35,8,50,45,19,7,39,37,1,49,24,36,9,14,40,5,2,28,18,15,20,30,38,17,33,27,22,34,41,11,16,4,29
42,15,49,41,40,46,30,36,5,47,43,16,12,14,39,19,22,48,2,11,13,23,26,33,31,18,51,38,21,8,34,32,20,10,4,3,24,28,29,44,6,7,9,50,1,25,27,37,45,35,17
22,48,29,10,42,13,24,12,7,11,51,20,9,47,6,15,31,46,34,49,2,28,19,36,23,41,43,4,21,35,26,45,44,25,37,8,5,16,33,39,50,14,27,17,1,38,40,32,18,30,3
40,43,37,34,19,8,18,9,22,2,36,7,51,30,50,21,47,23,42,12,4,31,49,17,32,26,15,24,6,45,20,48,5,16,44,46,41,29,1,33,38,10,11,28,35,25,14,39,27,13,3
25,37,10,27,39,17,48,47,50,45,22,29,18,16,15,49,14,21,35,38,30,11,40,43,6,26,42,51,28,7,24,1,12,19,32,9,31,8,34,23,13,5,36,2,44,41,46,3,4,33,20
4,50,11,18,21,19,13,9,32,44,10,43,36,5,14,41,12,7,45,16,3,29,31,6,17,30,27,22,47,46,38,33,26,49,37,25,42,51,1,24,35,28,8,23,40,2,48,20,34,39,15
3,17,21,46,2,36,44,23,33,51,8,35,47,27,13,18,30,26,34,28,40,4,16,48,41,22,19,12,32,39,1,42,24,25,15,7,29,38,14,49,5,11,20,10,43,6,9,37,31,50,45
2,31,3,14,40,28,38,15,6,43,9,22,21,25,7,13,26,4,23,48,35,36,32,46,10,50,44,47,39,20,17,19,49,5,30,29,27,18,24,8,41,51,37,12,45,16,42,33,11,34,1
10,32,51,37,33,12,21,44,23,27,40,42,45,46,14,15,31,39,9,34,20,3,16,8,6,29,35,19,38,47,1,17,43,41,11,18,7,4,28,24,2,26,25,50,36,48,22,13,30,5,49
25,22,33,24,7,40,50,41,39,46,10,5,29,43,12,23,35,27,13,8,9,44,36,37,6,48,16,34,17,30,26,15,42,49,51,38,21,47,1,20,19,32,2,31,18,45,11,28,14,4,3
51,26,28,4,8,29,46,9,33,49,11,19,38,44,36,48,5,18,10,47,45,3,41,6,14,15,27,24,20,30,50,12,37,22,42,2,40,7,32,25,43,13,17,31,39,35,1,23,21,34,16
36,1,21,42,33,28,45,51,7,3,41,22,20,44,27,38,25,47,23,43,6,2,50,11,49,4,29,37,13,17,18,26,39,30,10,40,5,35,19,9,16,12,48,34,15,32,24,31,14,46,8
43,21,50,44,36,26,20,31,3,29,39,35,41,11,12,34,22,38,17,23,14,16,8,4,25,28,5,1,2,10,24,49,48,40,18,19,47,42,45,9,32,30,7,27,15,13,51,46,33,6,37
46,40,44,25,30,38,23,3,19,17,31,12,48,45,18,10,41,26,35,47,37,34,7,1,8,50,2,21,9,29,6,22,11,33,14,16,28,42,39,5,36,51,43,13,32,27,4,24,20,15,49
32,51,25,42,16,3,50,13,45,14,36,20,35,39,21,9,18,12,8,33,46,34,15,43,38,5,4,49,11,41,26,22,24,28,7,30,29,23,6,19,27,10,48,40,31,17,1,47,2,37,44
48,15,26,40,39,35,31,30,37,17,19,28,11,14,44,45,41,46,33,27,3,38,10,36,49,32,8,25,42,43,20,18,13,50,29,9,23,6,12,22,47,2,5,1,51,4,24,16,21,7,34
45,15,44,29,30,50,12,21,38,27,34,35,46,49,2,19,17,43,10,39,18,33,24,31,1,37,48,5,16,40,41,11,25,42,20,32,8,26,36,7,22,13,3,14,51,23,9,4,47,6,28
5,16,17,11,38,30,15,46,27,23,18,47,45,26,22,9,7,6,14,37,21,19,2,50,41,29,1,12,40,51,31,13,4,36,8,49,35,32,48,20,39,33,28,43,44,10,3,24,25,42,34
46,39,36,51,28,7,16,24,48,45,20,11,29,4,9,26,31,47,50,38,41,19,22,37,40,3,44,18,12,43,2,6,8,13,42,32,34,27,21,15,49,30,1,25,23,10,17,5,35,33,14
7,10,9,35,1,13,23,44,34,42,30,24,41,14,43,19,45,21,46,4,20,39,29,28,11,15,40,2,38,3,47,36,5,49,22,51,48,8,26,17,50,27,37,31,6,16,33,25,32,18,12
14,13,50,7,32,5,30,20,36,17,42,10,47,27,24,43,19,49,3,48,9,12,51,2,28,1,23,15,33,38,37,18,31,34,8,41,6,25,4,11,29,21,16,45,22,26,40,44,39,35,46
45,21,2,4,10,43,36,37,50,33,18,42,38,24,20,32,35,31,7,12,9,25,6,29,39,44,17,1,26,34,22,3,48,14,23,28,8,16,40,27,30,19,13,11,15,46,51,47,41,5,49
32,27,49,10,7,4,51,34,29,22,43,25,39,16,41,37,46,33,28,5,40,12,14,9,19,36,2,1,23,50,15,18,17,13,26,6,21,38,47,30,45,35,44,3,8,24,42,31,48,20,11
23,25,26,47,20,48,18,1,39,10,28,29,6,5,49,42,36,44,9,8,4,37,14,34,3,11,35,31,50,27,16,19,33,17,24,30,21,7,12,43,22,32,45,15,46,38,40,2,13,51,41
9,24,34,43,32,5,25,19,30,46,1,51,33,11,20,39,50,49,7,40,28,4,38,10,12,37,23,26,36,27,13,48,29,2,8,31,17,44,3,45,35,21,16,41,47,6,14,18,15,42,22
17,16,42,15,30,25,34,47,33,9,43,27,50,14,6,22,48,8,38,44,29,28,20,23,31,4,7,24,18,37,21,3,45,12,49,13,39,40,1,5,11,41,19,26,35,51,46,10,2,32,36
12,41,45,42,28,19,5,9,27,24,22,38,8,46,39,31,13,40,20,21,23,10,2,14,18,3,4,11,26,16,6,34,29,1,25,51,44,49,36,50,7,35,48,47,43,15,32,33,37,30,17
18,5,7,24,12,36,10,50,42,28,33,49,29,15,21,32,41,16,30,38,40,34,46,51,1,26,6,37,14,8,11,13,39,9,4,27,2,43,3,35,47,48,31,45,17,44,22,20,25,19,23
37,10,29,27,5,15,19,51,41,17,4,28,46,50,22,40,33,43,20,21,45,1,32,2,26,16,24,35,31,6,14,36,23,48,39,13,49,34,7,38,12,9,44,47,11,42,8,30,18,25,3
43,20,39,9,49,14,27,1,23,7,10,30,18,50,48,16,35,24,46,25,41,8,33,37,2,34,21,28,29,31,13,11,26,17,19,5,47,4,51,3,36,32,44,42,40,15,38,12,45,6,22
49,51,33,21,45,6,12,41,5,29,10,50,7,48,28,13,11,40,8,43,47,16,4,9,3,24,25,27,22,42,20,30,39,46,36,35,32,1,37,18,23,44,15,34,2,38,14,19,17,31,26
32,4,1,15,17,25,6,51,8,11,2,46,23,27,24,33,9,49,47,31,21,39,48,19,35,50,26,45,22,40,34,7,10,41,12,42,14,5,38,13,44,37,36,16,28,18,3,20,30,43,29
22,11,36,5,12,48,30,4,21,45,20,50,10,31,43,33,37,3,16,41,32,18,23,51,14,13,19,27,2,35,49,29,47,28,24,7,9,34,17,42,40,1,38,6,26,44,39,15,8,46,25
35,26,4,41,15,1,14,2,29,27,11,25,16,8,44,45,40,32,9,47,39,18,33,43,24,38,21,37,7,34,17,36,28,49,23,31,30,5,48,46,12,19,42,51,6,10,3,50,20,22,13
30,45,20,44,32,43,50,47,42,7,33,40,37,51,46,6,35,9,22,18,12,4,3,5,8,28,15,39,36,26,41,1,17,27,34,13,24,25,23,2,38,19,10,14,21,11,49,48,16,31,29
5,7,16,42,50,29,20,37,8,14,24,49,15,35,36,40,30,43,34,47,19,23,45,27,39,51,2,17,33,4,11,28,41,3,6,1,48,12,46,25,44,13,21,18,32,9,38,31,22,10,26
9,6,49,42,48,24,8,38,1,27,37,21,19,4,3,17,14,2,50,35,25,26,11,22,32,51,5,43,36,23,33,12,41,31,47,15,7,44,13,16,45,30,18,28,34,20,39,40,10,29,46
7,17,1,46,9,41,24,33,4,51,38,26,47,2,44,25,35,50,31,39,15,20,16,3,5,18,40,19,14,36,28,30,48,32,22,29,27,43,45,21,10,49,34,37,8,6,13,23,11,42,12
12,24,21,35,22,42,41,49,39,8,6,34,2,45,14,10,27,46,23,50,13,11,32,37,20,25,29,33,28,5,15,30,48,38,16,47,3,17,4,9,7,19,31,1,43,44,26,36,51,18,40
43,50,44,18,25,21,34,27,47,46,24,42,16,35,32,19,13,49,22,10,11,30,39,51,2,3,31,14,29,5,9,36,15,37,12,8,20,38,33,28,6,40,23,1,41,45,48,17,26,7,4
49,8,40,35,41,11,43,48,25,50,3,29,5,44,30,9,20,12,26,2,14,17,51,39,22,33,37,21,16,7,10,32,6,34,24,19,47,27,15,13,31,23,36,46,28,45,42,38,18,1,4
42,17,19,38,18,4,43,40,34,50,30,49,48,16,15,8,7,25,6,2,9,20,10,11,37,47,22,45,13,14,31,39,5,12,23,3,24,27,44,32,51,21,1,33,26,46,41,28,35,29,36
11,10,23,16,3,30,24,26,5,48,45,13,47,12,14,8,42,43,6,40,49,41,38,46,21,31,15,34,2,9,50,18,36,32,20,37,29,44,1,51,22,39,27,19,35,4,33,17,25,7,28
28,48,39,40,20,47,18,19,9,23,34,35,10,29,30,32,8,37,12,24,49,13,51,14,41,15,1,7,11,22,45,25,2,31,17,38,26,27,33,44,3,42,46,50,4,43,5,36,6,16,21
29,17,23,21,41,19,11,16,37,26,33,8,12,9,34,6,44,28,24,49,51,38,36,45,1,31,22,47,5,27,30,18,46,13,35,40,2,3,32,7,39,43,14,25,4,15,48,50,10,20,42
47,3,18,12,46,45,34,20,33,22,8,7,15,9,24,48,2,1,6,38,5,10,51,50,43,35,28,31,37,42,17,40,32,25,21,4,36,11,26,27,13,29,19,41,14,16,49,44,30,23,39
28,31,13,21,17,10,40,39,30,42,16,48,38,37,46,27,6,9,29,8,26,47,2,7,45,18,24,32,41,34,49,14,51,11,15,43,44,19,20,3,33,4,1,36,35,25,22,5,50,23,12
30,51,47,32,29,11,46,6,22,43,8,44,24,25,21,48,40,14,19,26,23,3,28,38,41,15,13,27,4,33,16,9,49,7,5,35,10,50,17,39,36,2,37,45,20,31,1,18,34,12,42
33,37,24,18,19,3,23,50,51,2,17,8,43,42,21,4,25,26,7,49,16,47,15,31,22,6,27,32,1,29,28,39,44,14,9,5,13,11,41,34,46,38,36,35,12,10,45,30,48,40,20
25,49,17,1,19,31,40,37,51,24,50,8,16,32,43,30,33,29,4,44,42,11,6,13,26,15,7,12,14,2,22,23,28,3,9,35,5,27,18,21,46,38,45,20,34,48,41,47,36,10,39
